"Order ID",Category,Amount,ship-city,Status
403-2606886-9556366,kurta,521,AURANGABAD,"Shipped - Returned to Seller"
404-0207604-1545902,Set,629,KOLKATA,"Shipped - Returned to Seller"
405-2647836-0129151,kurta,477,VARANASI,"Shipped - Returned to Seller"
408-1905388-2930746,Set,654,REWA,"Shipped - Returned to Seller"
403-6651704-9491509,"Western Dress",791,Canacona,"Shipped - Returned to Seller"
403-4691124-8050723,Set,654,LAWAN,"Shipped - Returned to Seller"
404-9569609-8524303,kurta,459,Wadakkanchery,"Shipped - Returned to Seller"
407-3613348-4525927,kurta,517,KAILASAGIRI,"Shipped - Returned to Seller"
171-6331517-9146707,Set,631,MAPUSA,"Shipped - Returned to Seller"
171-4168364-0312362,Set,597,ERNAKULAM,"Shipped - Returned to Seller"
171-4872393-3939512,kurta,376,KOLKATA,"Shipped - Returned to Seller"
171-3657676-9718719,kurta,259,Bengaluru,"Shipped - Returned to Seller"
408-3577823-6717958,Set,0,BUDAUN,"Shipped - Returned to Seller"
403-1248026-9916318,kurta,280,VIJAYAPURA,"Shipped - Returned to Seller"
404-1510324-3526720,kurta,280,"Navi mumbai","Shipped - Returned to Seller"
403-9439647-9328330,Set,999,LUCKNOW,"Shipped - Returned to Seller"
403-2634140-6992322,Set,666,Lucknow,"Shipped - Returned to Seller"
402-6970698-2139534,kurta,517,GUNA,"Shipped - Returned to Seller"
402-5713178-1390752,Set,666,SIBSAGAR,"Shipped - Returned to Seller"
403-6223397-1048368,kurta,316,BENGALURU,"Shipped - Returned to Seller"
402-0803057-3015511,kurta,399,AMRAVATI,"Shipped - Returned to Seller"
404-2223740-9469921,Set,666,korba,"Shipped - Returned to Seller"
406-9384850-5527550,Set,788,PILKHUWA,"Shipped - Returned to Seller"
405-4355371-1641152,Set,939,BIRPUR,"Shipped - Returned to Seller"
405-8979573-4466719,kurta,399,"ATCHUTAPURAM APSEZ","Shipped - Returned to Seller"
403-7204458-8488368,kurta,399,DHANBAD,"Shipped - Returned to Seller"
407-1678063-0801118,kurta,442,PERIYAKULAM,"Shipped - Returned to Seller"
403-0135589-7370738,kurta,459,BAGALKOT,"Shipped - Returned to Seller"
408-3129885-1322744,"Western Dress",744,HYDERABAD,"Shipped - Returned to Seller"
404-2231192-9677907,kurta,442,HYDERABAD,"Shipped - Returned to Seller"
404-4831089-2942766,kurta,568,KAKINADA,"Shipped - Returned to Seller"
403-4983317-9507526,Set,654,JAMSHEDPUR,"Shipped - Returned to Seller"
406-9543683-1873159,kurta,499,"Hyderabad,Rangareddy","Shipped - Returned to Seller"
406-4136966-1190744,Set,1238,JODHPUR,"Shipped - Returned to Seller"
403-0715003-2680356,Set,968,BENGALURU,"Shipped - Returned to Seller"
406-7528849-8827544,kurta,568,RAJPURA,"Shipped - Returned to Seller"
408-2775140-7351536,kurta,0,BENGALURU,"Shipped - Returned to Seller"
406-8757547-3825949,kurta,459,"NEW DELHI","Shipped - Returned to Seller"
171-3152318-3946751,kurta,319,BENGALURU,"Shipped - Returned to Seller"
408-7714580-9284353,kurta,399,RANCHI,"Shipped - Returned to Seller"
406-2582034-3186753,kurta,399,"NEW DELHI","Shipped - Returned to Seller"
171-4081022-9982717,kurta,442,BENGALURU,"Shipped - Returned to Seller"
406-1613265-4674739,Set,759,GHAZIABAD,"Shipped - Returned to Seller"
405-1527513-2161165,Set,563,BENGALURU,"Shipped - Returned to Seller"
402-1439019-9143563,kurta,353,CHERTHALA,"Shipped - Returned to Seller"
408-5299779-6557925,"Western Dress",0,YELLAPUR,"Shipped - Returned to Seller"
407-1372883-1182740,Set,759,GHAZIABAD,"Shipped - Returned to Seller"
408-6696836-3927518,Set,0,BENGALURU,"Shipped - Returned to Seller"
171-1619622-8479560,kurta,249,KHAMGAON,"Shipped - Returned to Seller"
404-0762806-6152307,Set,1126,JAYGAON,"Shipped - Returned to Seller"
407-8146359-0277140,Set,597,HYDERABAD,"Shipped - Returned to Seller"
403-7556004-1624331,kurta,376,THODUPUZHA,"Shipped - Returned to Seller"
407-5282945-9237900,Set,968,ARARIA,"Shipped - Returned to Seller"
407-2950626-6905931,kurta,487,INDORE,"Shipped - Returned to Seller"
407-4547249-5332344,Set,1432,"NEW DELHI","Shipped - Returned to Seller"
403-1016739-0829162,kurta,376,HYDERABAD,"Shipped - Returned to Seller"
403-1354739-8545138,kurta,459,THANE,"Shipped - Returned to Seller"
408-1104636-4734731,Set,654,BANGALORE,"Shipped - Returned to Seller"
171-0754314-1465110,Top,574,"GREATER NOIDA","Shipped - Returned to Seller"
408-0706322-3054754,Set,1338,UTEKHOL,"Shipped - Returned to Seller"
402-4389666-0070742,Set,654,NOIDA,"Shipped - Returned to Seller"
404-0038046-1229108,kurta,399,VELLORE,"Shipped - Returned to Seller"
402-1218121-6824300,kurta,517,Pune,"Shipped - Returned to Seller"
402-2028887-6263526,Set,654,"NEW DELHI","Shipped - Returned to Seller"
407-5612216-3516355,kurta,475,hyderabad,"Shipped - Returned to Seller"
405-3830887-5565167,kurta,280,VISAKHAPATNAM,"Shipped - Returned to Seller"
171-5147339-4641960,"Western Dress",744,VIJAYAWADA,"Shipped - Returned to Seller"
171-2250754-1509934,kurta,352,Bengaluru,"Shipped - Returned to Seller"
403-5067258-5726765,Set,654,CHENNAI,"Shipped - Returned to Seller"
407-3630750-1059540,Set,680,Thane,"Shipped - Returned to Seller"
171-3526422-7889117,Set,909,"NEW DELHI","Shipped - Returned to Seller"
405-1953278-6913913,kurta,299,DEHRADUN,"Shipped - Returned to Seller"
171-7009405-6535504,Set,737,CUTTACK,"Shipped - Returned to Seller"
171-1167691-1858718,Set,1186,"MOHADI MIDC","Shipped - Returned to Seller"
405-6238150-8494738,Set,1213,GURUGRAM,"Shipped - Returned to Seller"
407-3262396-3252326,"Ethnic Dress",845,FARIDABAD,"Shipped - Returned to Seller"
404-8658542-9180343,kurta,495,KANPUR,"Shipped - Returned to Seller"
402-1771484-6157965,"Western Dress",771,AHMEDABAD,"Shipped - Returned to Seller"
404-8822144-4320354,Set,657,MUMBAI,"Shipped - Returned to Seller"
403-6055577-0506712,Set,597,GUWAHATI,"Shipped - Returned to Seller"
406-7043703-1425928,kurta,299,SENDHWA,"Shipped - Returned to Seller"
406-1960296-9268317,kurta,399,JEYPUR,"Shipped - Returned to Seller"
404-5937608-8991512,Set,654,JAIPUR,"Shipped - Returned to Seller"
404-5249044-9272333,"Western Dress",791,KARIMGANJ,"Shipped - Returned to Seller"
406-5921370-3882726,kurta,487,HOWRAH,"Shipped - Returned to Seller"
407-3339502-7011561,kurta,295,DEHRADUN,"Shipped - Returned to Seller"
403-3383588-2111534,kurta,442,UDUPI,"Shipped - Returned to Seller"
407-8121905-0884330,kurta,442,LUDHIANA,"Shipped - Returned to Seller"
171-8013908-1085153,Set,1213,SHAHBAD,"Shipped - Returned to Seller"
171-6258725-5356366,kurta,517,Raigarh,"Shipped - Returned to Seller"
405-4578062-4113138,Top,339,BENGALURU,"Shipped - Returned to Seller"
406-3109490-0831529,Set,788,Amritsar,"Shipped - Returned to Seller"
405-0159359-0457166,Set,597,CHENNAI,"Shipped - Returned to Seller"
404-9132049-6387555,Set,852,MUZAFFARPUR,"Shipped - Returned to Seller"
403-2627202-7371562,"Western Dress",721,VADODARA,"Shipped - Returned to Seller"
408-4980066-7806767,Set,696,PUNE,"Shipped - Returned to Seller"
403-5773515-5931561,"Western Dress",899,PUNE,"Shipped - Returned to Seller"
405-8853229-2480330,kurta,459,CHENNAI,"Shipped - Returned to Seller"
402-1241333-4424352,kurta,368,TIRUVALLUR,"Shipped - Returned to Seller"
405-9759857-5318753,Top,298,THANE,"Shipped - Returned to Seller"
408-8678256-9839515,kurta,357,KAKKALUR,"Shipped - Returned to Seller"
404-7400566-0621911,kurta,487,VAPI,"Shipped - Returned to Seller"
171-2680166-9107539,kurta,459,GUNTUR,"Shipped - Returned to Seller"
408-7904305-3105932,kurta,0,KOLKATA,"Shipped - Returned to Seller"
407-5570361-5847534,Set,1115,GIRIDIH,"Shipped - Returned to Seller"
408-1116085-5229930,Set,1126,BHUBANESWAR,"Shipped - Returned to Seller"
408-1689072-4383500,Set,654,CHIKKAMAGALURU,"Shipped - Returned to Seller"
402-2553003-3253913,kurta,442,BHUBANESWAR,"Shipped - Returned to Seller"
402-4352904-6693965,Top,563,HYDERABAD,"Shipped - Returned to Seller"
402-8315180-3799503,kurta,353,BENGALURU,"Shipped - Returned to Seller"
407-2351979-6584307,kurta,363,"NEW DELHI","Shipped - Returned to Seller"
171-0682430-9461910,Set,696,Namakkal,"Shipped - Returned to Seller"
405-6867561-2585911,"Western Dress",744,MADURAI,"Shipped - Returned to Seller"
407-1838627-8280369,Set,1099,KOLKATA,"Shipped - Returned to Seller"
171-2341878-9531544,kurta,487,KARIMNAGAR,"Shipped - Returned to Seller"
404-1010293-1562714,Set,751,Sirka,"Shipped - Returned to Seller"
403-4445949-1152359,Blouse,419,Bordi,"Shipped - Returned to Seller"
403-3351335-2852344,Set,788,SHAHJAHANPUR,"Shipped - Returned to Seller"
407-4543140-4504369,Set,666,"NEW DELHI","Shipped - Returned to Seller"
407-5450544-6131545,kurta,399,BHIWADI,"Shipped - Returned to Seller"
406-4361989-7730706,kurta,368,BIKANER,"Shipped - Returned to Seller"
406-4548198-9063505,kurta,368,GURUGRAM,"Shipped - Returned to Seller"
402-6497921-4545942,kurta,399,MANMAD,"Shipped - Returned to Seller"
408-4213471-1023560,kurta,487,PATNA,"Shipped - Returned to Seller"
406-4156249-3716358,kurta,568,"NEW DELHI","Shipped - Returned to Seller"
171-4499370-3185926,kurta,459,Bengaluru,"Shipped - Returned to Seller"
405-4809951-3709147,Set,696,Patna,"Shipped - Returned to Seller"
403-7255302-4621966,kurta,376,"TIRUPATHUR SIVAGANGA DISTRICT","Shipped - Returned to Seller"
406-8677632-6566700,Set,654,SHIKARPUR,"Shipped - Returned to Seller"
171-2335147-4693911,"Western Dress",744,PATNA,"Shipped - Returned to Seller"
408-9042827-6345159,kurta,435,MATTANNUR,"Shipped - Returned to Seller"
404-4338916-8025909,Top,545,NIZAMABAD,"Shipped - Returned to Seller"
408-3779207-7305115,Set,1648,BURLA,"Shipped - Returned to Seller"
407-6626359-9495567,Set,788,MAINPURI,"Shipped - Returned to Seller"
408-9511061-5805131,Set,551,MUMBAI,"Shipped - Returned to Seller"
407-2081512-0617137,kurta,319,BANGALORE,"Shipped - Returned to Seller"
408-1080453-2319547,Blouse,545,HOSUR,"Shipped - Returned to Seller"
403-3308533-0209908,kurta,725,Faizabad,"Shipped - Returned to Seller"
407-9232674-3528308,Set,759,PUNE,"Shipped - Returned to Seller"
405-1623561-6588360,Set,909,THANE,"Shipped - Returned to Seller"
171-1500385-6501149,Set,551,HYDERABAD,"Shipped - Returned to Seller"
406-1238954-1979556,Top,493,BENGALURU,"Shipped - Returned to Seller"
404-7443463-5988330,kurta,399,MORADABAD,"Shipped - Returned to Seller"
405-0851482-8246716,kurta,399,GAYA,"Shipped - Returned to Seller"
404-1861947-2472310,kurta,376,CHENNAI,"Shipped - Returned to Seller"
402-2147149-0281943,kurta,399,BALACHAUR,"Shipped - Returned to Seller"
171-2348085-9777951,Set,888,"SAWAI MADHOPUR","Shipped - Returned to Seller"
407-9436382-9564368,kurta,376,"NEW DELHI","Shipped - Returned to Seller"
171-9977359-0535535,Set,613,JALOR,"Shipped - Returned to Seller"
403-8890030-4341116,kurta,368,NAGPUR,"Shipped - Returned to Seller"
405-6579555-3575559,"Western Dress",744,BENGALURU,"Shipped - Returned to Seller"
171-8148530-6441902,Set,568,Thiruvallur,"Shipped - Returned to Seller"
408-8274107-5985948,kurta,499,FARIDABAD,"Shipped - Returned to Seller"
408-5099953-6290702,kurta,362,PUNNAPARA,"Shipped - Returned to Seller"
403-3153816-3127562,kurta,399,INDORE,"Shipped - Returned to Seller"
402-8657269-5009118,kurta,475,Pune,"Shipped - Returned to Seller"
406-9756818-0813152,kurta,376,"MURWARA KATNI","Shipped - Returned to Seller"
171-9641270-4640339,Set,696,CHENNAI,"Shipped - Returned to Seller"
403-2317478-1334753,kurta,568,7BARASAT,"Shipped - Returned to Seller"
404-8313020-0313902,Set,856,"PORT BLAIR","Shipped - Returned to Seller"
406-8855448-6827538,Set,597,BHAGALPUR,"Shipped - Returned to Seller"
171-7619034-4438744,Set,736,BURLA,"Shipped - Returned to Seller"
407-8633096-3730747,Set,548,GUWAHATI,"Shipped - Returned to Seller"
406-0082631-5238700,kurta,459,KUSHALANAGARA,"Shipped - Returned to Seller"
408-4778650-3297103,kurta,475,Ponda,"Shipped - Returned to Seller"
406-6664589-3941969,kurta,487,"N. Paravur","Shipped - Returned to Seller"
405-7368243-2465151,kurta,459,GHAZIABAD,"Shipped - Returned to Seller"
407-9905305-5509911,Set,654,KOLKATA,"Shipped - Returned to Seller"
403-5648213-8478762,kurta,635,SHIMLA,"Shipped - Returned to Seller"
407-6300322-2873115,kurta,487,VIDISHA,"Shipped - Returned to Seller"
405-0495372-0654732,kurta,318,MORADABAD,"Shipped - Returned to Seller"
406-1285058-3613149,kurta,259,SIVAGANGA,"Shipped - Returned to Seller"
402-6484740-3174708,Top,387,"GREATER NOIDA","Shipped - Returned to Seller"
171-4979654-5745102,Set,968,GHAZIABAD,"Shipped - Returned to Seller"
171-1385461-0801937,Set,1186,BENGALURU,"Shipped - Returned to Seller"
405-7056416-0968321,kurta,517,GHAZIABAD,"Shipped - Returned to Seller"
408-8327628-9317946,kurta,487,Barabanki,"Shipped - Returned to Seller"
403-9878364-1245930,kurta,399,JAIPUR,"Shipped - Returned to Seller"
407-8520967-2776344,kurta,357,JAUNPUR,"Shipped - Returned to Seller"
405-3022838-9688329,Top,279,"MIRZAPUR CUM VINDHYACHAL","Shipped - Returned to Seller"
407-5424914-5922758,kurta,349,Chennai,"Shipped - Returned to Seller"
407-0541398-6322729,kurta,579,BARAMATI,"Shipped - Returned to Seller"
408-3782473-3447500,Set,999,MUMBAI,"Shipped - Returned to Seller"
404-3269570-9637969,Set,788,"NEW DELHI","Shipped - Returned to Seller"
402-0036362-5115522,Set,737,ALIGARH,"Shipped - Returned to Seller"
402-6260495-4287514,kurta,725,MODINAGAR,"Shipped - Returned to Seller"
404-4190010-1080320,kurta,399,TENKASI,"Shipped - Returned to Seller"
171-9367774-1327527,Set,599,BASTI,"Shipped - Returned to Seller"
403-1036340-5694726,"Western Dress",744,ANANTAPUR,"Shipped - Returned to Seller"
404-7479679-8664324,Set,999,TEGHRA,"Shipped - Returned to Seller"
406-5170024-5026749,kurta,725,UTTARKASHI,"Shipped - Returned to Seller"
171-6721603-4866740,Set,788,BERHAMPUR,"Shipped - Returned to Seller"
402-1920195-4323508,Set,631,KHARGONE,"Shipped - Returned to Seller"
407-3223966-1797939,kurta,376,Chennai,"Shipped - Returned to Seller"
404-2232823-9621120,Set,631,Lucknow,"Shipped - Returned to Seller"
407-0018134-1965922,Set,939,Zirakpur,"Shipped - Returned to Seller"
171-3838918-9526702,"Western Dress",725,GOLAGHAT,"Shipped - Returned to Seller"
403-2844625-7813105,"Western Dress",744,BENGALURU,"Shipped - Returned to Seller"
171-4565276-8497122,Set,631,MANGALBARI,"Shipped - Returned to Seller"
404-0261333-7928336,Set,824,REWA,"Shipped - Returned to Seller"
405-6546335-6193952,kurta,635,Ulhasnagar,"Shipped - Returned to Seller"
403-8010238-8842704,"Western Dress",413,GURUGRAM,"Shipped - Returned to Seller"
402-0692831-3706748,"Western Dress",725,Thodupuzha,"Shipped - Returned to Seller"
402-6702100-7257107,kurta,319,Nallasopara,"Shipped - Returned to Seller"
407-0131231-1980322,Set,999,LUCKNOW,"Shipped - Returned to Seller"
402-4700322-7377926,Set,635,KOLKATA,"Shipped - Returned to Seller"
404-1092399-0229128,Set,597,PUNE,"Shipped - Returned to Seller"
402-7163849-6357160,"Western Dress",658,JODHPUR,"Shipped - Returned to Seller"
407-2696952-4496353,Set,654,MEERUT,"Shipped - Returned to Seller"
407-8863009-7029160,Set,496,NAGAUR,"Shipped - Returned to Seller"
404-0915050-8994707,Top,599,Guwahati,"Shipped - Returned to Seller"
402-9822747-1695509,"Western Dress",725,UDUPI,"Shipped - Returned to Seller"
403-9124078-0215546,Set,654,DEHRADUN,"Shipped - Returned to Seller"
406-5627675-2622734,Set,648,AMBALA,"Shipped - Returned to Seller"
402-5994562-4413152,"Western Dress",744,"Fatehgarh Panjtoor","Shipped - Returned to Seller"
403-9065362-7267545,"Ethnic Dress",845,VARANASI,"Shipped - Returned to Seller"
408-2633521-9125911,Set,666,BHUBANESWAR,"Shipped - Returned to Seller"
404-5462211-6965126,"Western Dress",725,BENGALURU,"Shipped - Returned to Seller"
403-9326035-9206751,kurta,459,VISAKHAPATNAM,"Shipped - Returned to Seller"
408-3697381-1299504,kurta,562,BALLEPALLE,"Shipped - Returned to Seller"
408-0263159-4320328,Set,1115,"SINDKHED RAJA","Shipped - Returned to Seller"
403-0195090-0359513,Set,1186,BENGALURU,"Shipped - Returned to Seller"
408-4805720-2828314,Set,788,FARIDABAD,"Shipped - Rejected by Buyer"
408-3714219-0253939,Set,999,"PAONTA SAHIB","Shipped - Returned to Seller"
405-6130966-3411567,"Western Dress",744,PANAJI,"Shipped - Returned to Seller"
402-7209804-2247548,Set,568,KOLKATA,"Shipped - Returned to Seller"
402-1316762-0594717,kurta,487,VARANASI,"Shipped - Returned to Seller"
408-7874045-9757902,kurta,375,Coonoor,"Shipped - Returned to Seller"
404-9893613-2835503,kurta,458,"NEW DELHI","Shipped - Returned to Seller"
402-2733877-9862735,Set,568,VISAKHAPATNAM,"Shipped - Rejected by Buyer"
407-1480412-0866746,kurta,458,"NAVI mumbai","Shipped - Returned to Seller"
171-9993814-3190752,Set,1287,HOWRAH,"Shipped - Returned to Seller"
405-3946933-9781937,kurta,442,KANPUR,"Shipped - Returned to Seller"
404-5782801-6911546,Top,387,BENGALURU,"Shipped - Returned to Seller"
407-1702986-1421937,kurta,487,DEHRADUN,"Shipped - Returned to Seller"
408-9096009-2107540,kurta,526,FARIDABAD,"Shipped - Returned to Seller"
405-8607134-1812312,Set,818,KANPUR,"Shipped - Returned to Seller"
406-3006045-7344308,Set,1115,JHAJJAR,"Shipped - Returned to Seller"
406-9062863-3205963,kurta,487,LUDHIANA,"Shipped - Returned to Seller"
403-0908483-3701163,Set,1126,"VIJAY PORE","Shipped - Returned to Seller"
403-1945413-7438713,Set,626,PATNA,"Shipped - Returned to Seller"
405-3424885-4584343,kurta,475,MUMBAI,"Shipped - Returned to Seller"
171-8588805-2190744,kurta,318,"NEW DELHI","Shipped - Returned to Seller"
405-1638910-7579536,Set,631,"JAMMU and kadhmir","Shipped - Returned to Seller"
171-1058080-2209107,Set,1287,VADODARA,"Shipped - Returned to Seller"
406-6531661-6153918,kurta,352,Kharar,"Shipped - Returned to Seller"
403-0909589-1805112,Set,653,SHILLONG,"Shipped - Returned to Seller"
403-4610802-5037953,kurta,419,BENGALURU,"Shipped - Returned to Seller"
404-6050123-6362721,kurta,599,JHANSI,"Shipped - Returned to Seller"
402-0525055-9985118,Set,759,GHAZIABAD,"Shipped - Returned to Seller"
406-9184688-6906737,Set,613,JAIPUR,"Shipped - Returned to Seller"
408-9116386-3651541,"Western Dress",443,GHAZIABAD,"Shipped - Returned to Seller"
402-6138380-1211540,kurta,579,GANDHINAGAR,"Shipped - Returned to Seller"
171-9741054-7624303,kurta,725,PUNNAYUR,"Shipped - Returned to Seller"
404-6968357-9473147,"Western Dress",744,ZIRAKPUR,"Shipped - Returned to Seller"
406-5809177-9237945,kurta,442,"VASAI VIRAR","Shipped - Returned to Seller"
407-6510714-5718730,kurta,475,hyderabad,"Shipped - Returned to Seller"
404-9068519-3341955,Top,518,KOLKATA,"Shipped - Returned to Seller"
171-5683002-3226742,Set,825,KOTA,"Shipped - Returned to Seller"
404-3662074-1824331,kurta,499,BURDWAN,"Shipped - Returned to Seller"
404-4798045-1368313,kurta,345,Ernakulam,"Shipped - Returned to Seller"
408-8830580-2178742,Set,1126,BARGARH,"Shipped - Returned to Seller"
171-3775810-2345913,Set,759,ALLAHABAD,"Shipped - Returned to Seller"
407-6279695-7581901,Set,725,JABALPUR,"Shipped - Returned to Seller"
402-6544214-3573969,kurta,521,BENGALURU,"Shipped - Returned to Seller"
406-6280823-8132344,Set,1299,"Jammu, Vijaypur","Shipped - Returned to Seller"
404-1154525-5590710,Set,969,GURDASPUR,"Shipped - Returned to Seller"
407-4484673-0287523,Set,597,"Manpur Abgilla devi asthan","Shipped - Returned to Seller"
406-8936832-7080327,Set,995,NADBAI,"Shipped - Returned to Seller"
406-6685863-8898746,kurta,295,"NEW DELHI","Shipped - Returned to Seller"
402-0345867-3597105,Set,1221,"GREATER NOIDA","Shipped - Returned to Seller"
403-1352141-9130751,kurta,499,MADANAPALLE,"Shipped - Returned to Seller"
402-5813082-6256358,kurta,487,"BABA BAKALA","Shipped - Returned to Seller"
171-5329056-1935521,Set,950,KOLKATA,"Shipped - Returned to Seller"
403-8587714-3044348,"Western Dress",771,"bajajnagar, aurangabad.","Shipped - Returned to Seller"
405-1478007-0327551,Set,788,Shravasti,"Shipped - Returned to Seller"
408-1662364-6325102,kurta,0,HYDERABAD,"Shipped - Returned to Seller"
404-4354116-9008348,kurta,449,KOLKATA,"Shipped - Returned to Seller"
404-6586145-3086740,Set,1287,SIBSAGAR,"Shipped - Returned to Seller"
406-1127090-1931509,Set,654,Sukhchar,"Shipped - Returned to Seller"
407-2002192-7944312,kurta,353,PUNE,"Shipped - Returned to Seller"
402-8122747-0393909,Set,680,BHAGALPUR,"Shipped - Returned to Seller"
407-5913566-5608361,kurta,442,"Kallur,khammam dist","Shipped - Returned to Seller"
402-7762025-8916348,Set,1092,"GREATER NOIDA","Shipped - Returned to Seller"
407-6742401-7084321,kurta,329,THANE,"Shipped - Returned to Seller"
171-6648982-0798749,Set,1126,DIGBOI,"Shipped - Returned to Seller"
408-5650408-5373914,Set,1112,"RIICO INDUSTRIAL AREA NEEMRANA","Shipped - Returned to Seller"
402-5003165-6788335,Set,716,BENGALURU,"Shipped - Returned to Seller"
407-7686513-2429123,Set,788,"New Delhi","Shipped - Returned to Seller"
404-9407061-4897941,Bottom,377,KANCHEEPURAM,"Shipped - Returned to Seller"
406-8301437-6125925,kurta,487,"DIAMOND HARBOUR","Shipped - Returned to Seller"
408-8395386-3203523,Set,680,"NEW DELHI","Shipped - Returned to Seller"
408-4015560-0425936,kurta,487,Sagwara,"Shipped - Returned to Seller"
408-3853788-2326762,Set,1099,DEHRADUN,"Shipped - Returned to Seller"
408-6014992-6189131,Set,597,THIRUVANANTHAPURAM,"Shipped - Returned to Seller"
404-1411843-0298746,Set,495,KALADHUNGI,"Shipped - Returned to Seller"
171-5516157-3897155,"Western Dress",496,TIRUPATI,"Shipped - Returned to Seller"
406-0213504-5584324,kurta,599,CHENNAI,"Shipped - Returned to Seller"
408-1286270-3981925,kurta,499,"NEW DELHI","Shipped - Returned to Seller"
171-4324968-0669145,"Western Dress",744,CHANNAPATNA,"Shipped - Returned to Seller"
404-7452367-0615565,Top,359,Surat,"Shipped - Returned to Seller"
171-8283091-4833949,kurta,499,"NEW DELHI","Shipped - Returned to Seller"
405-9737817-2065928,Set,696,GHAZIABAD,"Shipped - Returned to Seller"
402-5410851-0850764,Set,654,CHENNAI,"Shipped - Returned to Seller"
408-3037053-5828359,Set,751,NOIDA,"Shipped - Returned to Seller"
403-1367007-8133114,kurta,399,PUDUKKOTTAI,"Shipped - Returned to Seller"
403-8050149-7997962,Set,1299,CHENNAI,"Shipped - Returned to Seller"
408-0243357-7803511,kurta,0,Bangalore,"Shipped - Returned to Seller"
406-4924848-6305922,Set,751,JAMKHANDI,"Shipped - Returned to Seller"
407-5598775-2746767,Set,1338,Bhubaneswar,"Shipped - Returned to Seller"
403-6282640-4001940,"Western Dress",725,HYDERABAD,"Shipped - Returned to Seller"
402-7894679-1464329,Set,1186,RANCHI,"Shipped - Returned to Seller"
402-2690224-0885964,kurta,389,"NTPC SIMHADRI TOWNSHIP","Shipped - Returned to Seller"
406-7950835-5166761,Set,1299,"NEW TOWN","Shipped - Returned to Seller"
402-0102511-7859573,Set,567,CHINSURAH,"Shipped - Returned to Seller"
171-7107933-2749911,Top,359,MYSURU,"Shipped - Returned to Seller"
408-2837348-4266706,Set,725,MUMBAI,"Shipped - Returned to Seller"
408-1885894-2416316,kurta,353,TIRUPPUR,"Shipped - Returned to Seller"
402-9802104-2417912,Set,631,Kamshet,"Shipped - Returned to Seller"
171-8661771-1265965,kurta,399,KOLKATA,"Shipped - Returned to Seller"
408-8202295-0434701,Set,1112,CHANDRAPUR,"Shipped - Returned to Seller"
171-9602203-1095541,kurta,295,CHENNAI,"Shipped - Returned to Seller"
405-4546530-9148348,"Western Dress",725,LUCKNOW,"Shipped - Returned to Seller"
406-1482732-5085160,Set,692,DIBRUGARH,"Shipped - Returned to Seller"
408-9035152-9611513,kurta,419,KENDRAPARA,"Shipped - Returned to Seller"
407-9471868-9941152,"Ethnic Dress",845,Hyderabad,"Shipped - Returned to Seller"
408-0033321-1605948,kurta,499,TIRUPATI,"Shipped - Returned to Seller"
407-7166746-4962724,kurta,549,ANAKAPALLE,"Shipped - Returned to Seller"
406-5268926-6081168,"Western Dress",899,SAMASTIPUR,"Shipped - Returned to Seller"
407-4365611-2031523,kurta,838,BENGALURU,"Shipped - Returned to Seller"
403-1480573-2904310,kurta,362,"NEW DELHI","Shipped - Returned to Seller"
405-8151522-2680329,kurta,399,HYDERABAD,"Shipped - Returned to Seller"
408-5545399-2327564,kurta,318,NARASANNAPETA,"Shipped - Returned to Seller"
171-4007955-4924320,kurta,487,BENGALURU,"Shipped - Returned to Seller"
402-4080537-8184331,kurta,362,KORWA,"Shipped - Returned to Seller"
402-3170507-3220304,"Western Dress",725,PUNE,"Shipped - Returned to Seller"
408-4520378-5241151,Set,737,VERNA,"Shipped - Returned to Seller"
406-7763660-6089902,Set,545,KARAD,"Shipped - Returned to Seller"
402-2862332-3905123,Set,969,KOLKATA,"Shipped - Returned to Seller"
405-1049385-8747562,kurta,319,SINGRAULI,"Shipped - Returned to Seller"
407-3995979-8955522,kurta,352,REDHAKHOL,"Shipped - Returned to Seller"
406-6672470-3729917,Set,967,KHEDA,"Shipped - Returned to Seller"
402-6968602-2237166,kurta,666,UDAIPUR,"Shipped - Returned to Seller"
404-0982894-5869104,Set,1099,"NEW DELHI","Shipped - Returned to Seller"
404-3090920-4473156,kurta,475,Chandigarh,"Shipped - Returned to Seller"
405-6274687-2899536,kurta,521,PUNE,"Shipped - Rejected by Buyer"
404-6084756-3524309,"Western Dress",899,PUNE,"Shipped - Returned to Seller"
408-5495512-2828330,Set,631,KATHUA,"Shipped - Returned to Seller"
408-7522491-5998736,kurta,725,GHAZIABAD,"Shipped - Returned to Seller"
171-7026853-1809933,Set,696,JALANDHAR,"Shipped - Returned to Seller"
402-6409365-9486757,Set,653,"NEW DELHI","Shipped - Returned to Seller"
171-8677000-3988341,Set,692,JAIPUR,"Shipped - Returned to Seller"
408-6697444-6623536,Set,635,SEWARHI,"Shipped - Returned to Seller"
402-2492471-3954714,kurta,376,"Belgharia Nimta","Shipped - Returned to Seller"
404-4237834-4730756,Set,922,Chandigarh,"Shipped - Returned to Seller"
407-1545453-4516333,"Western Dress",771,GHAZIABAD,"Shipped - Returned to Seller"
408-9550729-4005927,"Western Dress",0,"NEW DELHI","Shipped - Returned to Seller"
404-6922381-9003562,Set,589,JALPAIGURI,"Shipped - Returned to Seller"
171-4259088-0541121,kurta,499,COIMBATORE,"Shipped - Returned to Seller"
403-3666973-0966749,kurta,715,MYSURU,"Shipped - Returned to Seller"
